,Gene,Counts,LogFC_Chamb,Adj.P.Val_Chamb,LogFC_Mann_,Adj.P.Val_Mann_,LogFC_Redmo,Adj.P.Val_Redmo,LogFC_Kotov,Adj.P.Val_Kotov,LogFC_Kowal,Adj.P.Val_Kowal,LogFC_Herau,Adj.P.Val_Herau,LogFC_Itoka,Adj.P.Val_Itoka,LogFC_Kim_v,Adj.P.Val_Kim_v,LogFC_Nordd,Adj.P.Val_Nordd,LogFC_Manse,Adj.P.Val_Manse,LogFC_Ali_D,Adj.P.Val_Ali_D,LogFC_Marya,Adj.P.Val_Marya,LogFC_Wahle,Adj.P.Val_Wahle,LogFC_Flach,Adj.P.Val_Flach,LogFC_Young,Adj.P.Val_Young,LogFC_Lazar,Adj.P.Val_Lazar,LogFC_Berse,Adj.P.Val_Berse,LogFC_Grove,Adj.P.Val_Grove,LogFC_Sun_G,Adj.P.Val_Sun_G,LogFC_Kong_,Adj.P.Val_Kong_,LogFC_Kirsc,Adj.P.Val_Kirsc,LogFC_Meng_,Adj.P.Val_Meng_
4924,Ftsj1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55326270932125,0.0009183655565651,,,,
4925,Cpd,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6759079287,9.65523041576503e-06,,,,,,
4926,Tmx4,1,,,,,,,,,,,,,,,,,,,-1.90204297730091,5.20950499303035e-06,,,,,,,,,,,,,,,,,,,,,,,,
4927,Rpl15,1,,,,,,,,,,,0.395985252541428,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,Rimoc1,1,,,,,,,,,,,,,,,,,,,-2.01983505398606,1.54033430933082e-05,,,,,,,,,,,,,,,,,,,,,,,,
4929,Sesn1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00165508840993,0.0002279819284365
4930,Orc6,1,,,,,,,,,,,,,,,,,-0.7958373719,0.0308972505,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,Gstt3,1,,,,,,,,,,,,,,,,,,,,,,,0.5744787225,0.0039958538,,,,,,,,,,,,,,,,,,,,
4932,Rnf213,1,,,,,,,,,,,,,,,,,,,,,,,-0.8413786674,0.0019378053,,,,,,,,,,,,,,,,,,,,
4933,Fbxo5,1,,,,,,,,,,,,,0.924951731556782,0.0006928961492772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,Igkv14-100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.002058997,8.94490166902868e-07,,,,,,
4935,Maml3,1,,,,,,,,,,,,,,,,,,,,,,,-1.0050886589,0.0006222889,,,,,,,,,,,,,,,,,,,,
4936,Ly6g6f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1354695507,3.25798801697536e-06,,,,,,
4937,Rpl39,1,0.288016055,0.0285346381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,Igkv12-46,1,,,,,,,,,,,,,,,,,,,,,,,-11.8017648447,4.61399558504923e-06,,,,,,,,,,,,,,,,,,,,
4939,Gm12648,1,,,,,,,,,,,,,,,,,,,,,,,4.9487497955,0.0001664782,,,,,,,,,,,,,,,,,,,,
4940,Taf1,1,,,,,,,,,,,,,,,,,,,-1.48410103683722,0.0005077830041561,,,,,,,,,,,,,,,,,,,,,,,,
4941,Efhc2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1308927396053,0.0007767005328696
4942,Dip2b,1,,,,,,,-0.811479261291797,0.0001711270102155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943,Gm15990,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7873494727,7.48085608014294e-06,,,,,,
4944,Gm36638,1,,,,,,,,,,,,,,,,,,,,,,,-3.4480938984,0.0038127725,,,,,,,,,,,,,,,,,,,,
4945,Gm10076,1,,,,,,,,,,,0.671766932383581,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,Mtm1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.8119944649,0.0374711285,,,,,,,,,,,,,,,,,,
4947,Sept7,1,1.3780815173,0.0250400461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,Phf8,1,1.0675552655,0.0291356844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,Hspa1l,1,,,,,,,,,,,,,3.14195937762162,9.74742429772038e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,Sepn1,1,0.8324163497,0.0287709105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,Ccl2,1,,,,,,,,,,,,,,,,,,,,,,,3.4542662122,0.0015342973,,,,,,,,,,,,,,,,,,,,
4952,Ezr,1,,,,,,,,,-0.3094693883,2.1704260739598803e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,Rhbdd2,1,,,,,,,0.479852517112003,0.0001732386043949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954,Tor2a,1,-0.9104342205,0.0266519087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,Ndfip1,1,1.6376450785,0.0225905119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,Myadm,1,,,,,,,,,,,,,-0.475209475904831,0.0011130278210407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,Gmfb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.03171947576279,0.0003241645639426
4958,Atp4b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2641319281,8.95872984454465e-06,,,,,,
4959,Ubap2l,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.50254814851795,0.0002439339549565
4960,Hexa,1,0.455192755,0.0275557594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,Mepce,1,-0.3946068961,0.0262471437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,Trip12,1,-0.6192336371,0.0188468131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963,Dleu2,1,-0.7220435535,0.0247648154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,Tspan33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92120895479434,0.0010315580210026,,,,
4965,Tjap1,1,-1.3325778673,0.0205171757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966,Dpy19l1,1,,,,,,,,,,,,,,,,,,,-1.87411363391152,4.6262793757501e-05,,,,,,,,,,,,,,,,,,,,,,,,
4967,Ulbp1,1,,,,,,,-1.04239473449509,0.0015768013076452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,Hdac11,1,,,,,,,,,,,,,,,0.929028937497214,0.0005841494707353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,Tomm34,1,-1.0738284323,0.0250400461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,Gm45694,1,,,,,,,,,,,,,,,,,,,7.71175972180724,0.0006240440979715,,,,,,,,,,,,,,,,,,,,,,,,
4971,Mcoln1,1,,,,,,,0.388190678610104,0.0015057576125571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,Gigyf1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.688131783825046,0.0001400154115408,,,,
4973,Gm15893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1130660191,4.04333380729087e-05,,,,,,
4974,Tgfbr2,1,,,,,,,,,,,,,,,,,,,-1.8979216877787,4.49181716743431e-05,,,,,,,,,,,,,,,,,,,,,,,,
4975,Cyth1,1,,,,,,,-0.474758072553088,0.0020756429133442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,Hist1h2ah,1,,,,,,,,,,,,,0.779220691391124,0.0001244199382822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,Hist1h2ac,1,,,,,,,,,,,,,0.745556664723187,0.0001846315101112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,Gm43984,1,,,,,,,,,,,,,,,,,,,,,,,-2.4713393622,0.0002697693,,,,,,,,,,,,,,,,,,,,
4979,Ppp3cc,1,,,,,,,1.72426878033388,0.0019430072491222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,9430076C15Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0281367807303,0.0001487272199262,,,,
4981,Olfml3,1,,,,,,,,,,,,,-1.60410397910753,0.0032381562058316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,5033406O09Rik,1,,,,,,,,,,,,,,,,,,,1.52988916523947,0.0001543708182837,,,,,,,,,,,,,,,,,,,,,,,,
4983,Ubac1,1,-1.4581820274,0.0285885445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,Gulp1,1,,,,,,,,,,,,,,,,,0.64401629,0.0308670916,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,Vps25,1,,,,,,,,,,,,,,,0.790354933216301,1.31983883918475e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4986,Serpina3n,1,,,,,,,,,,,,,,,,,,,,,,,7.8189993131,0.0001222307,,,,,,,,,,,,,,,,,,,,
4987,Irak4,1,,,,,,,,,,,,,,,,,,,,,,,0.6313634946,0.0004911907,,,,,,,,,,,,,,,,,,,,
4988,Ncaph,1,,,,,,,,,,,,,0.756674741057276,0.0013320523752111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,Xlr3a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6114458348,3.86788840786079e-06,,,,,,
4990,Bptf,1,,,,,,,,,,,,,,,,,-0.9196271245,0.0488173362,,,,,,,,,,,,,,,,,,,,,,,,,,
4991,D12Ertd123e,1,-5.0837625088,0.0297570892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,Mgl2,1,,,,,,,,,,,,,-6.41789642232691,0.0039488259915992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993,Rn45s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3505492063,0.0017915987,,,,,,,,
4994,Blmh,1,0.7273824021,0.0303698288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4995,Tmem41b,1,1.1526000885,0.0270484901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,Gadd45b,1,,,,,,,,,,,,,,,,,,,-2.56532103214974,1.55208129030963e-07,,,,,,,,,,,,,,,,,,,,,,,,
4997,Nfatc2ip,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91724519600851,0.0002578775006409,,,,
4998,Bre,1,1.5602733064,0.0159218914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,Fam110c,1,0.9105759865,0.0290785435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,Znrf2,1,0.523671721,0.0256395156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,Pinx1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889873943191124,0.0006264033588666,,,,
5002,Elof1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48872708650145,0.0002225144992784,,,,
5003,C1qbp,1,,,,,,,,,,,,,,,-0.439108705363468,0.0002403746829794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004,Cyp2s1,1,,,,,,,,,,,,,,,,,,,,,,,6.679985748,0.0002492511,,,,,,,,,,,,,,,,,,,,
5005,Lonp2,1,1.3512029418,0.0286214018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,Ncr3-ps,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7014351271,7.85186746585603e-06,,,,,,
5007,Gm6119,1,,,,,,,4.27476650575428,0.0005843368066472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,Ubl4a,1,,,,,,,,,,,,,-0.499232424936393,0.0016766451064037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,Npc1,1,,,,,,,,,,,,,,,,,,,-1.8174362141896,0.0002734145019329,,,,,,,,,,,,,,,,,,,,,,,,
5010,Emb,1,1.2738998791,0.0250400461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,Gm6133,1,,,,,,,,,,,0.627340917131019,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,Cenpe,1,,,,,,,,,,,,,1.72634104406122,1.66205665386684e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,Foxn3,1,,,,,,,,,-0.3884632691,0.0082549043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,Gpatch8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991288425666665,0.024449277918261,,,,,,,,,,,,,,,,
5015,Tmem150a,1,,,,,,,,,,,,,,,,,,,,,,,1.1816200573,0.0007662347,,,,,,,,,,,,,,,,,,,,
5016,2610307P16Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1297151147,6.84932540521518e-07,,,,,,
5017,Rps15a-ps8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9943550757,1.28412555424744e-05,,,,,,
5018,2610524H06Rik,1,-1.3618163854,0.0257918395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,Lrp1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7454284131,5.59628864066409e-05,,,,,,
5020,Zc4h2,1,,,,,,,,,-0.2887351873,0.0003915286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,Dennd4a,1,,,,,,,,,,,,,,,,,,,-1.75092297460289,6.05352933111282e-06,,,,,,,,,,,,,,,,,,,,,,,,
5022,Gm38292,1,,,,,,,,,,,,,,,,,,,,,,,4.2982813071,0.0018449448,,,,,,,,,,,,,,,,,,,,
5023,Gm8797,1,,,,,,,,,,,0.568075573692299,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,Ehd2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72658033649111,0.000238740872412,,,,,,,,,,,,,,
5025,Ptpn2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.61735418658407,0.0012334345593491,,,,
5026,Whsc1,1,,,,,,,,,,,,,0.650147976188507,0.0001068384391557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,Acacb,1,,,,,,,,,,,,,,,,,,,,,,,1.159179338,0.0017768589,,,,,,,,,,,,,,,,,,,,
5028,Tgoln2,1,0.4407902014,0.0299184593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,Mef2d,1,-1.419341971,0.0214510688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,Ubr5,1,,,,,,,-0.580809391060419,0.0006721716614737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,Trpm5,1,,,,,,,,,,,,,,,,,,,,,,,-3.8665938137,0.0001075579,,,,,,,,,,,,,,,,,,,,
5032,Homez,1,,,,,,,,,,,,,-0.732154768107175,1.83010222704421e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,Abcf3,1,-0.8486864156,0.0153179182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,Chst15,1,,,,,,,,,,,,,-0.744590444055178,4.49683150808176e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,mt-Tp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0178249979,5.25871025418137e-06,,,,,,
5036,Kif5a,1,,,,,,,,,,,,,,,,,,,,,,,1.3418843437,0.0023965386,,,,,,,,,,,,,,,,,,,,
5037,Gm37176,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.156663781,9.16897128266959e-12,,,,,,
5038,Mapre1,1,0.6542907863,0.0262471437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,Fndc3b,1,,,,,,,,,,,,,,,,,0.5301183373,0.0449040112,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,Gm10719,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2607192479,2.70170847063487e-08,,,,,,
5041,Cd81,1,,,,,0.493693655049143,0.0001299992950098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,Ncapg2,1,,,,,,,-0.70028619316461,0.001561990272369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,Erbb2ip,1,,,,,,,,,,,,,,,,,0.618920609,0.0482956187,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,Kbtbd2,1,,,,,,,,,,,,,,,,,,,-2.48789933769784,2.2786717940762e-07,,,,,,,,,,,,,,,,,,,,,,,,
5045,Ubxn4,1,-0.7336698575,0.0251719582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,8030423F21Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2434734477,2.72128281026495e-07,,,,,,
5047,Spaca1,1,,,,,,,,,,,,,-1.22781550574269,0.0030494121483023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,Ttyh3,1,,,,,,,,,,,,,,,,,,,,,,,-0.8095597925,0.0017808514,,,,,,,,,,,,,,,,,,,,
5049,Slain2,1,,,,,,,,,,,,,,,,,,,,,,,-1.2376426786,0.0003381573,,,,,,,,,,,,,,,,,,,,
5050,Slc12a3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582243758795829,0.0466506749865882,,,,,,,,,,,,,,,,
5051,Supt20,1,-1.9613225599,0.0204223604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,Capn5,1,,,,,,,,,,,,,-0.387124067860859,0.003739026464994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,Crtap,1,,,,,,,,,,,,,,,,,,,,,,,-1.0064543459,0.0040315969,,,,,,,,,,,,,,,,,,,,
5054,Ubqln2,1,,,,,,,,,,,,,,,,,0.7641048376,0.0278233933,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,Siah2,1,,,,,,,,,,,,,,,,,,,-3.50695005933734,5.16104254930655e-10,,,,,,,,,,,,,,,,,,,,,,,,
5056,Cdk17,1,,,,,,,,,,,,,,,,,,,,,,,-0.7399486012,0.0013358566,,,,,,,,,,,,,,,,,,,,
5057,Stk24,1,,,,,,,,,,,,,,,,,0.5484487071,0.0463864395,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,Cdc20,1,,,,,-0.698456767449612,2.64532988670331e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,Acad10,1,,,,,,,0.860361633653629,4.72933397903086e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,2900060B14Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.038562001,1.2038148824864e-07,,,,,,
5061,H2bc11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1671068236,2.5988776264544e-07,,,,,,
5062,Obsl1,1,,,,,,,,,,,,,,,,,,,,,,,-1.3063156368,3.96234360040682e-05,,,,,,,,,,,,,,,,,,,,
5063,Dcun1d1,1,,,,,,,,,,,,,,,,,0.555083519,0.0438248446,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,Actr3,1,2.5165030469,0.0247648154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,Atxn2,1,0.7741206122,0.0230402016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,Frrs1,1,,,,,,,0.385400467686884,0.0019344648402593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,Ranbp2,1,,,,,,,,,,,,,,,,,,,-2.44239358031309,2.41973861398326e-08,,,,,,,,,,,,,,,,,,,,,,,,
5068,Gm7030,1,,,,,,,,,,,,,,,0.789017595006639,7.83651697100759e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,Fkbp3,1,,,,,,,,,-0.3983014271,0.0301630524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,Hal,1,,,,,,,-4.59906854238411,0.0004948228660966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,Smek2,1,1.8362943655,0.0082467142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,Edem2,1,-2.1113643385,0.0217794875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,Ssbp4,1,,,,,,,,,,,,,0.659243660157538,1.38859103313578e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,Crispld2,1,,,,,,,,,,,,,-2.38822817373643,0.0012913676560108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,Ermp1,1,,,,,,,,,,,,,,,,,,,,,,,-0.8399735797,1.827725110357e-07,,,,,,,,,,,,,,,,,,,,
5076,Apol9b,1,,,,,,,2.66122028830643,1.63848471770387e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,Ifnar2,1,-2.4228549636,0.0214510688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,Gm43237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2574637548,2.59474171168016e-05,,,,,,
5079,Smpdl3a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.919411035931964,0.0012005691170712
5080,Wbp1l,1,,,,,,,,,,,,,-0.388279659859259,0.0033004996800149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,Gm10036,1,,,,,,,,,,,1.06631110358239,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,Ddx5,1,,,,,,,,,,,,,,,,,,,-1.43101998842055,5.41940969043799e-07,,,,,,,,,,,,,,,,,,,,,,,,
5083,Gm28905,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8622739568,1.38518942393141e-10,,,,,,
5084,Il2rb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61810945681322,0.0011329588203132,,,,
5085,Bcl2,1,,,,,,,0.801919589280882,3.4431602154759905e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,P2ry13,1,,,,,,,,,,,,,,,,,,,,,,,-1.4215267657,0.0035182928,,,,,,,,,,,,,,,,,,,,
5087,Gla,1,2.8434383306,0.0272680209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,Serpina3i,1,,,,,,,3.24473870987922,9.22452721052817e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,Bicc1,1,,,,,,,6.11147715883657,0.0003714167513925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,Scarletltr,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7637378676,2.99454805157464e-05,,,,,,
5091,Fcgr4,1,,,,,,,,,,,,,8.98704309271196,9.545342142952339e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,Six1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.010490313,1.81914254190072e-05,,,,,,
5093,Ccnd3,1,,,,,,,,,,,,,,,-0.458987421711111,0.0006287385682028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,Csnk2a2,1,-1.4218823825,0.0229906251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,Tspan9,1,,,,,,,-0.864476074575212,0.0015360181410901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,Gm54542,1,,,,,,,,,,,,,,,,,,,-3.60787381875534,0.0003280792114668,,,,,,,,,,,,,,,,,,,,,,,,
5098,Sphk2,1,,,,,,,,,,,,,-0.478239227173267,0.0035474595290967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,Ltbp2,1,,,,,,,5.56761867200314,0.001461060224585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,Nab1,1,1.4559779884,0.0279327126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,Tmem164,1,,,,,,,,,,,,,,,,,0.5174395014,0.0433050242,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,mt-Nd5,1,,,,,0.862963542372534,5.52860633175712e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,D930016D06Rik,1,-1.969319106,0.0213802459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,Atf4,1,,,,,,,-0.731109601732506,0.000211650037077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,Stt3a,1,1.928786745,0.012457772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,Ctf1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69830282471509,9.38363357037952e-05
5107,Tmem254b,1,,,0.4612667327,0.0229635472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,Gm32742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.556786955,1.80879123905578e-07,,,,,,
5109,Snap47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02378981673432,0.0004684464294652
5110,Ypel1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7363652037,0.0217830162,,,,,,,,,,
5111,Rcc2,1,-1.5134018536,0.0283471669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,Sox18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8716848757,2.47790698862678e-05,,,,,,
5113,Arfgef2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.569384124499996,0.0435242745119794,,,,,,,,,,,,,,,,
5114,Mob1b,1,,,,,,,,,,,,,,,,,,,,,,,0.6341218265,0.0030814721,,,,,,,,,,,,,,,,,,,,
5115,Gm47724,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5977633422,1.66891615126282e-06,,,,,,
5116,Sgsh,1,,,,,,,,,,,,,-0.715100130465714,0.0001594937371521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,Hcfc2,1,,,,,,,,,,,,,,,,,0.6418391347,0.030911223,,,,,,,,,,,,,,,,,,,,,,,,,,
